SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539301,ARVSMART    ,B ,Q,91.85,98.95,91.85,97.15,98.95,94.10,98,2136,203960.00,
539302,POWERMECH   ,B ,Q,950.20,995.15,949.00,983.65,976.90,943.35,117,2359,2275484.00,
539309,RAMASTEEL   ,B ,Q,81.05,82.00,81.05,82.00,82.00,81.10,3,1200,98290.00,
539310,TISL        ,B ,Q,2.57,2.61,2.24,2.53,2.48,2.48,83,1818456,4445822.00,
539312,UTISENSETF  ,B ,Q,411.00,411.10,405.10,407.50,407.50,422.00,58,1780,725763.00,
539313,UTINIFTETF  ,B ,Q,1216.00,1216.00,1210.00,1210.00,1210.00,1220.25,14,41,49656.00,
539331,VETO        ,B ,Q,64.05,67.90,64.05,66.35,65.75,63.90,61,1530,100925.00,
539332,NAVKARCORP  ,A ,Q,25.40,25.55,24.85,25.05,25.05,25.60,239,12749,321017.00,
539334,SHREEPUSHK  ,B ,Q,102.05,102.50,97.10,98.85,98.50,100.40,376,8061,807846.00,
539336,GUJGAS      ,A ,Q,161.15,165.35,159.70,163.95,164.65,161.00,334,13988,2266844.00,
539346,SADBHIN     ,B ,Q,63.60,63.60,62.00,62.00,62.00,64.50,3,33,2094.00,
539351,PRABHAT     ,B ,Q,65.35,65.35,64.00,64.20,64.25,64.60,6,83,5323.00,
539353,SALAUTO     ,X ,Q,198.00,198.00,190.00,191.80,191.80,185.20,12,39,7494.00,
539354,POLYSPIN    ,X ,Q,107.05,107.05,105.20,105.90,105.20,109.85,11,1000,106513.00,
539359,PRITIKAUTO  ,X ,Q,124.55,125.25,121.70,122.50,123.00,124.55,47,16488,2054998.00,
539363,SKC         ,Z ,Q,10.08,10.08,10.08,10.08,10.08,10.28,1,50,504.00,
539384,KRISHNACAP  ,XT,Q,3.60,3.60,3.60,3.60,3.60,3.75,2,101,363.00,
539399,BELLACASA   ,T ,Q,138.00,146.30,138.00,146.30,146.30,143.45,4,161,22226.00,
539404,SATIN       ,B ,Q,280.00,281.00,274.20,276.10,274.25,280.10,70,385,106623.00,
539407,GENCON      ,X ,Q,108.50,109.00,107.00,108.75,108.95,108.05,22,3107,337147.00,
539410,WELCON      ,X ,Q,5.87,6.45,5.87,6.03,5.90,6.17,10,4780,28154.00,
539436,COFFEEDAY   ,A ,Q,222.60,224.30,218.85,221.65,220.85,225.05,346,5050,1117881.00,
539437,IDFCFIRSTB  ,A ,Q,41.55,43.10,41.30,42.95,42.95,42.00,1378,632638,26842298.00,
539447,BEARDSELL   ,B ,Q,16.00,16.00,14.80,14.80,14.80,18.45,13,597,9151.00,
539448,INDIGO      ,A ,Q,1573.40,1575.35,1509.50,1565.75,1565.75,1570.25,2773,115980,180163210.00,
539450,SHK         ,B ,Q,124.30,129.50,124.30,129.20,128.40,129.00,68,1187,151389.00,
539455,ARYAVAN     ,XT,Q,23.50,23.50,23.50,23.50,23.50,23.60,1,5,117.00,
539480,LICNETFN50  ,B ,Q,120.50,120.50,119.50,119.50,119.50,119.72,2,2,240.00,
539486,GEETANJ     ,X ,Q,1.70,1.70,1.70,1.70,1.70,1.70,1,1000,1700.00,
539515,GMLM        ,XT,Q,151.00,151.00,151.00,151.00,151.00,148.05,2,203,30653.00,
539516,HDFCNIFETF  ,B ,Q,1220.00,1220.00,1205.00,1211.00,1211.00,1230.00,9,61,73840.00,
539517,SXETF       ,B ,Q,4070.00,4100.00,4050.00,4100.00,4100.00,4080.00,14,23,94140.00,
539518,UDAYJEW     ,X ,Q,63.75,75.35,63.75,71.05,71.40,75.00,7,120,8192.00,
539519,MAYUKH      ,XT,Q,13.25,13.25,13.25,13.25,13.25,13.30,1,9,119.00,
539520,SHAILJA     ,X ,Q,6.63,6.63,6.63,6.63,6.63,6.97,2,51,338.00,
539523,ALKEM       ,A ,Q,1762.00,1775.75,1742.05,1770.10,1770.10,1771.45,111,402,710773.00,
539524,LALPATHLAB  ,A ,Q,1149.00,1149.00,1075.75,1104.30,1109.00,1121.45,416,2766,3089938.00,
539526,SCTL        ,M ,Q,22.50,22.50,22.50,22.50,22.50,24.00,1,4000,90000.00,
539527,CREATIVE    ,X ,Q,369.95,369.95,369.95,369.95,369.95,359.95,1,1,369.00,
539528,AAYUSH      ,X ,Q,20.25,24.30,20.25,20.25,20.25,22.40,4,9,202.00,
539542,LUXIND      ,A ,Q,1151.00,1174.75,1150.00,1168.45,1159.75,1158.65,62,301,349299.00,
539544,ABHIINFRA   ,XT,Q,3.70,3.70,3.70,3.70,3.70,3.77,1,100,370.00,
539551,NH          ,B ,Q,228.45,231.40,225.00,225.15,225.15,229.70,28,653,148285.00,
539562,KAYEL       ,XT,Q,20.00,20.00,20.00,20.00,20.00,19.05,1,250,5000.00,
539594,MISHTANN    ,X ,Q,35.40,35.40,35.40,35.40,35.40,36.10,3,505,17877.00,
539597,JSLHISAR    ,A ,Q,75.50,76.20,74.40,74.95,75.00,75.95,418,25630,1937333.00,
539620,AINFRA      ,X ,Q,34.95,34.95,34.95,34.95,34.95,36.75,1,10,349.00,
539621,BCLENTERPR  ,XT,Q,21.30,21.30,21.30,21.30,21.30,22.10,13,2550,54315.00,
539636,PRECAM      ,B ,Q,54.10,54.90,51.15,52.00,52.35,55.00,149,8800,464191.00,
539658,TEAMLEASE   ,A ,Q,2999.95,3025.00,2960.00,3007.05,3015.15,3002.55,88,398,1193478.00,
539660,SAHYOGMULT  ,X ,Q,47.95,48.00,47.00,48.00,48.00,47.15,43,28510,1351208.00,
539673,RCL         ,XT,Q,29.60,31.00,29.60,31.00,31.00,29.60,3,46,1370.00,
539678,QUICKHEAL   ,B ,Q,161.80,163.10,159.65,161.00,161.00,163.25,143,4096,658331.00,
539692,IFINSER     ,XT,Q,20.40,20.40,20.00,20.00,20.00,20.40,3,101,2020.00,
539725,GOKULAGRO   ,T ,Q,12.25,12.50,12.25,12.26,12.25,12.25,79,92065,1136960.00,
539730,FREDUN      ,X ,Q,381.70,404.45,381.70,391.45,390.00,393.55,40,792,308065.00,
539742,SIMBHALS    ,B ,Q,7.98,7.98,6.50,6.80,6.80,6.69,18,2232,16178.00,
539770,DARJEELING  ,X ,Q,94.50,95.00,93.00,94.35,93.00,93.30,51,12949,1220012.00,
539785,PDMJEPAPER  ,B ,Q,11.26,11.60,11.00,11.52,11.50,11.45,25,3660,41645.00,
539787,HCG         ,B ,Q,140.15,140.15,140.15,140.15,140.15,145.35,1,10,1401.00,
539798,UMIYA       ,T ,Q,8.30,9.04,8.30,9.00,9.04,8.61,5,2003,18016.00,
539799,BHARATWIRE  ,B ,Q,34.00,34.00,32.90,33.30,33.00,33.45,7,11571,385341.00,
539807,INFIBEAM    ,A ,Q,42.00,42.45,41.50,42.05,42.10,41.90,311,110925,4661353.00,
539814,RADHEY      ,XT,Q,17.75,17.90,16.55,17.40,16.55,17.40,4,8600,152080.00,
539841,LANCER      ,B ,Q,59.75,59.85,59.00,59.10,59.70,57.00,29,1650,98255.00,
539844,EQUITAS     ,A ,Q,116.50,118.70,115.00,117.25,117.25,117.40,1262,121835,14232205.00,
539871,THYROCARE   ,A ,Q,458.50,470.00,454.25,467.45,467.45,456.75,50,516,239374.00,
539872,BAJAJHCARE  ,B ,Q,202.00,210.00,195.00,201.55,195.10,201.05,12,220,44095.00,
539874,UJJIVAN     ,A ,Q,273.70,286.20,268.35,283.45,283.45,273.70,1585,140980,39531195.00,
539876,CROMPTON    ,A ,Q,230.50,232.90,223.15,227.90,227.00,231.45,609,16106,3689549.00,
539883,PILANIINVS  ,B ,Q,2100.00,2100.00,1995.00,2008.15,1995.05,2049.90,126,2456,4929855.00,
539884,DARSHANORNA ,B ,Q,38.25,40.25,38.20,39.50,40.00,38.35,17,1751,68101.00,
539889,PARAGMILK   ,A ,Q,257.45,261.20,254.00,255.35,254.00,257.40,569,19042,4928013.00,
539917,NAGARFERT   ,B ,Q,4.95,5.00,4.80,4.85,4.85,4.96,62,36887,181482.00,
539938,MIL         ,X ,Q,101.00,101.00,99.00,99.90,99.90,99.95,12,420,42238.00,
539939,YASHCHEM    ,B ,Q,96.85,96.85,92.50,92.80,93.45,93.35,57,9148,851311.00,
539940,MAXVIL      ,B ,Q,41.85,42.75,41.40,41.80,41.70,42.15,27,910,38128.00,
539944,RXXX1SR2G   ,F ,Q,12.71,12.71,12.71,12.71,12.71,12.69,2,1500,19065.00,
539956,TAALENT     ,X ,Q,298.00,298.00,270.15,274.35,274.40,271.75,18,847,230776.00,
539957,MGL         ,A ,Q,798.40,799.80,780.60,787.15,787.00,793.05,720,13979,11008301.00,
539962,QFSL        ,X ,Q,0.19,0.21,0.19,0.21,0.21,0.20,5,9201,1748.00,
539978,QUESS       ,A ,Q,424.55,448.00,416.20,428.45,428.45,424.80,2812,38520,16578870.00,
539979,DIGJAMLTD   ,B ,Q,1.66,1.66,1.54,1.55,1.55,1.62,37,31265,48405.00,
539980,ICICIMCAP   ,B ,Q,64.19,64.19,64.19,64.19,64.19,64.19,2,13,834.00,
539981,MAXINDIA    ,A ,Q,66.00,67.35,63.80,66.40,66.00,67.15,147,8250,544649.00,
539982,ASYL        ,B ,Q,20.30,20.30,13.65,20.30,20.30,16.95,88,67414,1264522.00,
539986,COMSYN      ,B ,Q,52.00,52.00,52.00,52.00,52.00,52.00,2,120,6240.00,
539992,LLOYDSTEEL  ,B ,Q,0.57,0.57,0.55,0.55,0.55,0.57,47,64277,35358.00,
540005,LTI         ,A ,Q,1647.80,1647.80,1594.20,1600.50,1600.50,1632.65,1425,10797,17365736.00,
540006,EASTWEST    ,X ,Q,117.50,119.90,112.70,113.75,113.80,115.25,21,2822,324632.00,
540008,BSLSENETFG  ,B ,Q,430.00,430.00,430.00,430.00,430.00,430.00,3,25,10750.00,
540024,ASHARI      ,X ,Q,15.55,15.70,15.55,15.70,15.70,15.55,33,10918,170314.00,
540025,ADVENZYMES  ,A ,Q,163.10,165.35,161.35,163.50,164.00,165.05,280,7550,1238397.00,
540026,LAHL        ,XT,Q,2.50,2.50,2.50,2.50,2.50,2.40,1,49,122.00,
540027,PTIL        ,T ,Q,428.00,428.00,427.00,427.50,427.50,427.65,10,209,89306.00,
540047,DBL         ,A ,Q,427.50,437.30,415.00,427.95,427.95,429.75,1837,46969,20100081.00,
540048,SPAL        ,B ,Q,271.05,279.95,271.05,277.65,279.95,274.70,13,160,43791.00,
540061,BIGBLOC     ,B ,Q,31.15,31.15,28.70,30.85,30.85,30.20,3,4,121.00,
540064,FRETAIL     ,A ,Q,462.80,479.70,462.65,476.80,478.90,465.45,335,6737,3196362.00,
540065,RBLBANK     ,A ,Q,627.00,631.65,620.30,627.20,628.90,626.65,1306,29354,18390084.00,
540071,CAMSONSEEDS ,Z ,Q,4.45,4.45,4.45,4.45,4.45,4.24,7,645,2870.00,
540072,SHIVAEXPO   ,M ,Q,3.80,3.80,3.45,3.45,3.45,4.00,2,30000,107000.00,
540073,BLS         ,B ,Q,68.00,76.50,64.85,70.00,70.70,71.20,752,40245,2818927.00,
540080,NARAYANI    ,T ,Q,50.80,50.80,46.55,50.80,50.80,48.40,48,6153,310233.00,
540083,TVVISION    ,B ,Q,2.52,2.52,2.40,2.40,2.40,2.40,2,78,193.00,
540108,TAHL        ,X ,Q,102.00,108.90,98.05,99.25,101.50,102.20,40,19747,1958420.00,
540115,LTTS        ,A ,Q,1630.10,1679.70,1630.10,1656.50,1663.30,1640.85,456,2272,3772972.00,
540124,GNA         ,B ,Q,258.00,259.10,246.20,249.25,249.00,260.10,281,4821,1224563.00,
540133,ICICIPRULI  ,A ,Q,378.00,390.00,368.25,381.25,381.25,381.35,2994,104631,39249771.00,XD
540134,IISL        ,X ,Q,15.00,15.00,14.98,14.99,14.98,16.78,5,586,8781.00,
540135,ARCFIN      ,XT,Q,1.22,1.22,1.20,1.22,1.22,1.20,11,2501,3041.00,
540136,HPL         ,B ,Q,57.50,58.00,56.45,57.20,57.20,57.30,71,3453,198105.00,
540143,SAGARSOFT   ,X ,Q,77.35,79.90,77.35,79.90,79.90,77.10,4,951,75982.00,
540145,VALIANTORG  ,M ,Q,1675.10,1715.00,1675.10,1700.00,1700.00,1720.00,3,450,763515.00,
540147,SHASHIJIT   ,M ,Q,26.40,26.40,26.40,26.40,26.40,28.75,1,4800,126720.00,
540151,DIKSAT      ,M ,Q,105.50,105.50,105.50,105.50,105.50,110.90,1,1500,158250.00,
540153,ENDURANCE   ,A ,Q,1000.10,1015.55,991.60,1001.80,1001.80,1016.15,148,723,723619.00,
540173,PNBHOUSING  ,A ,Q,786.00,788.60,768.40,776.85,782.55,788.75,457,6342,4938458.00,
540174,SOUTHERNIN  ,XT,Q,6.92,6.92,6.92,6.92,6.92,7.23,1,5,34.00,
540175,REGENCY     ,X ,Q,21.75,23.00,21.70,23.00,23.00,21.50,94,1376,30215.00,
540180,VBL         ,A ,Q,965.95,975.00,960.25,968.30,968.25,958.90,149,1819,1762962.00,
540190,FRANKLININD ,XT,Q,15.25,15.25,15.25,15.25,15.25,15.25,1,1,15.00,
540192,LKPSEC      ,X ,Q,7.10,7.13,6.78,7.13,7.13,7.13,22,3679,25459.00,
540198,OSIAJEE     ,X ,Q,27.40,28.00,26.70,27.35,28.00,27.05,51,24858,678700.00,
540203,SFL         ,B ,Q,1310.00,1324.90,1288.45,1299.80,1288.45,1341.75,22,58,75529.00,
540204,NIDL        ,XT,Q,34.30,34.30,34.30,34.30,34.30,36.10,1,2,68.00,
540205,AVL         ,M ,Q,40.00,40.00,40.00,40.00,40.00,39.00,1,2000,80000.00,
540210,TMRVL       ,B ,Q,17.35,17.80,16.50,17.50,17.30,16.50,18,3978,69096.00,
540212,TCIEXP      ,B ,Q,629.00,630.05,615.00,617.70,615.35,635.10,39,445,276371.00,
540222,LAURUSLABS  ,A ,Q,333.85,348.10,332.70,344.60,348.10,339.30,341,4301,1478367.00,
540243,NEWLIGHT    ,XT,Q,36.60,38.10,35.65,36.45,37.80,37.50,13,1730,65135.00,
540252,VSL         ,M ,Q,43.00,43.00,43.00,43.00,43.00,43.00,1,15000,645000.00,
540259,SHANGAR     ,X ,Q,42.90,44.60,40.50,43.95,43.95,42.55,369,29098,1275002.00,
540268,DHANVARSHA  ,X ,Q,59.50,62.00,58.50,59.05,58.50,60.15,142,139722,8430192.00,
540293,PRICOLLTD   ,B ,Q,31.00,34.00,31.00,31.45,31.65,31.50,69,3975,126869.00,
540311,JITFINFRA   ,T ,Q,8.70,9.60,8.70,9.30,9.30,9.15,18,4230,38849.00,
540332,TANVI       ,M ,Q,46.75,46.75,46.75,46.75,46.75,45.60,1,2000,93500.00,
540360,LLFICL      ,X ,Q,87.00,99.05,87.00,99.00,99.05,99.00,80,39696,3840422.00,
540361,DANUBE      ,XT,Q,9.00,9.00,8.40,8.90,8.90,8.77,21,3898,33607.00,
540366,RADIOCITY   ,B ,Q,57.55,57.75,56.50,57.05,57.05,57.50,25,2437,139764.00,
540376,DMART       ,A ,Q,1395.00,1395.00,1336.00,1374.75,1374.75,1389.00,2827,33084,45152069.00,
540386,ONTIC       ,XT,Q,5.30,5.40,5.30,5.40,5.40,5.31,10,19000,102300.00,
540401,MAXIMUS     ,B ,Q,48.00,48.95,48.00,48.95,48.95,47.95,6,114,5484.00,
540403,CLEDUCATE   ,B ,Q,96.95,96.95,94.40,94.40,94.40,96.50,14,153,14658.00,
540425,SHANKARA    ,A ,Q,381.70,385.10,375.75,376.95,378.00,384.75,245,3764,1425843.00,
540497,SCHAND      ,B ,Q,80.90,80.90,78.65,78.80,78.70,78.30,34,1482,117617.00,
540519,MEERA       ,M ,Q,219.90,225.00,219.90,222.65,222.65,219.75,32,49500,11001550.00,
540526,IRBINVIT    ,IF,Q,65.50,65.50,65.50,65.50,65.50,65.50,1,5000,327500.00,
540530,HUDCO       ,A ,Q,38.15,39.20,37.80,39.00,39.05,38.10,610,154116,5953647.00,
540544,PSPPROJECT  ,B ,Q,530.60,537.50,525.25,533.30,535.00,533.70,80,1202,640267.00,
540565,INDIGRID    ,IF,Q,89.60,89.60,89.60,89.60,89.60,89.60,1,5103,457228.00,
540570,SFIVL       ,X ,Q,7.50,7.50,7.50,7.50,7.50,7.40,1,201,1507.00,
540575,STARCEMENT  ,B ,Q,111.20,115.35,111.20,114.10,114.10,112.30,62,1618,184536.00,
540593,HEOF1126RG  ,B ,Q,9.99,10.00,9.99,9.99,9.99,9.92,4,6250,62487.00,
540594,HEOF1126RD  ,B ,Q,9.31,9.31,9.30,9.30,9.30,10.11,2,3000,27915.00,
540595,TEJASNET    ,B ,Q,134.00,135.40,132.90,134.90,134.75,133.20,76,1386,184995.00,
540596,ERIS        ,A ,Q,488.00,501.00,482.00,492.25,491.15,488.80,155,3248,1589123.00,
540602,GTPL        ,B ,Q,56.80,58.20,55.00,55.80,55.80,55.60,91,10719,609216.00,
540611,AUBANK      ,A ,Q,685.65,702.30,660.55,663.70,665.00,680.35,551,4147,2791404.00,
540614,GGENG       ,M ,Q,39.30,39.45,33.95,38.50,38.50,39.70,7,17500,669750.00,
540621,BHAGYAPROP  ,B ,Q,24.00,24.00,23.15,23.15,23.15,23.10,2,1350,31975.00,
540642,SALASAR     ,B ,Q,137.00,160.00,132.00,153.60,152.15,139.85,333,7429,1158591.00,
540647,GANGESSEC   ,B ,Q,42.00,42.50,42.00,42.10,42.50,46.85,2,600,25250.00,
540649,AVADHSUGAR  ,B ,Q,303.50,316.70,300.00,304.95,304.95,308.10,262,4143,1284097.00,
540650,MAGADHSUGAR ,B ,Q,122.00,125.55,121.55,124.50,124.50,123.90,20,1464,181346.00,
540651,JIGAR       ,M ,Q,39.00,39.00,39.00,39.00,39.00,41.00,1,4000,156000.00,
540653,SINTEXPLAST ,B ,Q,6.20,6.60,6.20,6.29,6.29,6.52,766,853094,5352846.00,
540669,UTINEXT50   ,B ,Q,275.00,275.30,273.00,273.00,273.00,276.10,4,4,1098.00,
540673,SIS         ,B ,Q,873.95,873.95,845.40,847.95,847.70,886.75,44,82,70062.00,
540678,COCHINSHIP  ,A ,Q,376.00,387.20,369.00,370.35,372.00,376.15,294,4030,1502764.00,
540679,SMSLIFE     ,B ,Q,415.00,420.00,406.50,406.70,406.50,406.50,6,31,12745.00,
540680,KIOCL       ,B ,Q,125.05,126.05,117.05,121.95,117.50,124.55,61,865,106203.00,
540686,SMRUTHIORG  ,X ,Q,150.00,150.00,141.00,141.00,141.00,151.60,8,524,75438.00,
540691,ABCAPITAL   ,A ,Q,89.30,90.95,88.25,90.05,90.05,89.15,1308,122862,11041338.00,
540692,APEX        ,B ,Q,248.00,253.70,247.15,251.75,251.50,250.50,710,11372,2844312.00,
540693,SHISHIND    ,M ,Q,34.00,34.00,33.00,33.50,33.00,34.00,2,8000,268000.00,
540694,ANG         ,M ,Q,38.15,40.00,38.15,39.35,38.50,38.15,4,12800,501840.00,
540697,AMFL        ,M ,Q,6.44,7.86,6.44,7.15,7.86,7.15,5,40000,268960.00,
540699,DIXON       ,B ,Q,2185.05,2240.00,2183.60,2233.30,2240.00,2203.40,83,164,363209.00,
540700,BRNL        ,B ,Q,83.00,84.50,83.00,83.70,83.95,83.85,33,1080,90097.00,
540701,DCAL        ,A ,Q,216.15,219.95,211.70,215.55,215.55,217.05,174,2895,621282.00,
540702,LASA        ,B ,Q,11.35,11.89,11.35,11.35,11.89,11.94,35,9224,104844.00,
540704,MATRIMONY   ,B ,Q,616.00,617.50,600.90,617.50,617.50,616.50,25,104,63354.00,
540709,RELHOME     ,B ,Q,12.30,13.15,12.30,12.85,12.83,13.18,166,27082,349254.00,
540710,CAPACITE    ,B ,Q,268.00,272.90,268.00,270.75,270.45,271.15,77,1608,435294.00,
540716,ICICIGI     ,A ,Q,1078.00,1081.25,1061.95,1075.65,1074.60,1068.25,1365,10918,11707284.00,
540717,PQIF        ,X ,Q,43.00,43.00,43.00,43.00,43.00,43.50,1,2,86.00,
540719,SBILIFE     ,A ,Q,755.00,762.95,747.00,758.65,754.00,755.45,1497,27071,20493828.00,
540724,DIAMONDYD   ,B ,Q,792.00,792.00,788.05,789.20,788.05,792.00,2,7,5524.00,
540728,SAYAJIIND   ,X ,Q,200.00,200.00,200.00,200.00,200.00,197.00,2,2,400.00,
540729,VANTABIO    ,M ,Q,135.00,135.00,135.00,135.00,135.00,135.00,1,750,101250.00,
540735,IRIS        ,M ,Q,18.00,18.00,16.85,18.00,18.00,16.80,5,20000,352600.00,
540736,SIDDH       ,M ,Q,29.50,29.50,29.50,29.50,29.50,31.00,1,68000,2006000.00,
540743,GODREJAGRO  ,A ,Q,489.00,499.55,484.75,496.85,499.55,493.60,214,2128,1045945.00,
540744,MESCON      ,XT,Q,8.26,9.04,8.25,9.00,9.00,8.65,16,859,7143.00,
540749,MASFIN      ,B ,Q,569.45,580.55,565.00,568.40,574.00,580.05,102,643,368548.00,
540750,IEX         ,A ,Q,140.45,141.50,136.80,139.85,138.95,139.75,103,2039,284388.00,
540755,GICRE       ,A ,Q,226.85,233.00,223.70,224.25,224.25,226.00,432,10254,2315253.00,
540756,KAARYAFSL   ,M ,Q,28.00,28.00,28.00,28.00,28.00,26.90,1,3000,84000.00,
540757,SCPL        ,M ,Q,127.95,128.00,122.70,125.25,125.50,126.00,6,4800,601520.00,
540761,RCBFIVAG    ,B ,Q,7.66,7.66,7.66,7.66,7.66,8.04,2,1021,7820.00,
540762,TIINDIA     ,A ,Q,387.20,387.20,371.00,381.20,378.05,384.05,252,3470,1322540.00,
540767,RNAM        ,A ,Q,221.50,225.70,221.35,225.20,225.25,221.20,390,18186,4079608.00,
540768,MAHLOG      ,A ,Q,476.70,476.70,456.75,460.30,462.90,470.65,76,481,223739.00,
540769,NIACL       ,A ,Q,144.00,145.95,142.95,144.00,144.00,144.65,185,5556,803825.00,
540774,IFGLEXPOR   ,B ,Q,190.00,190.00,183.00,183.00,183.00,184.05,2,2,373.00,
540775,KHADIM      ,B ,Q,287.95,287.95,275.50,284.65,282.00,294.15,77,375,106271.00,
540776,5PAISA      ,B ,Q,223.45,228.90,220.00,222.95,223.00,220.10,9,158,35230.00,
540777,HDFCLIFE    ,A ,Q,465.70,466.30,453.10,455.90,455.90,462.95,3195,106125,48726637.00,
540782,SBRANDS     ,M ,Q,21.50,22.70,21.45,22.70,22.70,22.55,3,3000,65650.00,
540787,ICICIB22    ,B ,Q,37.50,37.89,37.28,37.61,37.56,37.59,240,38558,1451478.00,
540793,HHOF1140RG  ,B ,Q,8.91,8.97,8.91,8.91,8.91,8.97,10,17350,154603.00,
540797,SHALBY      ,B ,Q,101.15,103.45,100.00,100.10,100.00,102.25,150,8820,891328.00,
540798,FSC         ,B ,Q,594.00,608.40,594.00,599.90,599.90,582.95,36,278,166213.00,
540799,DACEFRG     ,B ,Q,8.85,8.85,8.85,8.85,8.85,9.00,1,10,88.00,
540821,SADHNA      ,X ,Q,11.15,11.15,10.40,10.40,10.40,10.62,3,400,4310.00,
540824,ASTRON      ,B ,Q,110.70,111.80,108.10,109.15,108.20,111.95,101,37483,4169960.00,
540850,JFL         ,M ,Q,14.77,14.77,14.77,14.77,14.77,15.54,2,4000,59080.00,
540861,IPRU3018    ,B ,Q,9.45,9.45,9.45,9.45,9.45,9.45,3,3506,33131.00,
540879,APOLLO      ,B ,Q,114.00,116.00,113.35,115.20,114.10,114.50,70,1751,200821.00,
540900,NEWGEN      ,B ,Q,297.50,304.30,297.50,299.60,299.60,295.75,8,91,27175.00,
540901,PRAXIS      ,B ,Q,82.05,87.60,81.00,86.90,86.90,90.00,55,307,26136.00,
540902,AMBER       ,B ,Q,817.00,821.40,816.55,819.90,818.15,819.50,28,274,224608.00,
540923,AML         ,M ,Q,3.92,3.92,3.92,3.92,3.92,3.80,1,6000,23520.00,
540935,GALAXYSURF  ,B ,Q,1238.50,1260.60,1238.50,1244.75,1245.00,1259.60,44,306,380534.00,
540945,FSSPL       ,M ,Q,3.57,3.57,3.57,3.57,3.57,3.42,1,4000,14280.00,
540952,LAL         ,M ,Q,6.46,7.35,6.46,7.33,7.35,7.13,4,40000,277200.00,
540954,IWP         ,X ,Q,66.40,67.40,64.90,66.00,66.00,66.80,40,16936,1122927.00,
540956,BHATIA      ,M ,Q,81.25,81.25,81.25,81.25,81.25,79.50,1,4000,325000.00,
540961,SHIVAMILLS  ,B ,Q,47.00,47.90,46.10,46.20,47.90,47.50,14,204,9448.00,
540975,ASTERDM     ,B ,Q,117.50,119.00,115.10,115.45,115.20,118.00,864,37141,4328447.00,
540981,KTKIND4RG   ,B ,Q,8.60,8.60,8.33,8.33,8.33,8.50,4,26000,222730.00,
541019,HGINFRA     ,B ,Q,268.00,272.65,256.05,261.40,260.00,268.30,455,8597,2256162.00,
541083,INFLAME     ,M ,Q,137.30,150.00,137.30,149.00,149.00,161.00,3,3000,436300.00,
541096,BPLPHARMA   ,XT,Q,177.10,178.05,177.05,178.05,178.05,185.90,4,160,28390.00,
541112,SHREESHAY   ,M ,Q,16.80,16.80,16.80,16.80,16.80,16.40,31,296000,4972800.00,
541143,BDL         ,B ,Q,296.45,308.95,290.00,303.25,302.80,298.50,400,6119,1840589.00,
541144,ACTIVE      ,M ,Q,19.55,24.60,19.20,24.60,24.60,23.95,7,14000,284100.00,
541152,ADVITIYA    ,M ,Q,75.00,75.00,75.00,75.00,75.00,75.00,3,24000,1800000.00,
541153,BANDHANBNK  ,A ,Q,532.50,538.05,522.00,523.50,523.50,532.35,1191,23508,12399618.00,
541154,HAL         ,A ,Q,667.50,684.05,666.00,677.95,678.00,676.20,114,601,405949.00,
541161,KARDA       ,B ,Q,202.25,204.45,200.00,203.60,203.60,203.35,85,11249,2277669.00,
541163,SANDHAR     ,B ,Q,286.00,286.85,284.45,284.55,285.00,284.70,12,116,33092.00,
541179,ISEC        ,A ,Q,216.00,218.45,213.20,216.05,216.00,216.00,152,3538,764593.00,
541195,MIDHANI     ,B ,Q,122.40,124.80,122.35,123.10,123.50,122.50,148,4916,607981.00,
541206,OBCL        ,M ,Q,52.00,52.00,52.00,52.00,52.00,50.00,1,6000,312000.00,
541233,LEMONTREE   ,A ,Q,66.10,66.50,64.20,65.30,65.55,65.95,169,10250,675564.00,
541269,CHEMFABALKA ,B ,Q,166.00,171.75,166.00,168.35,168.35,166.00,17,256,43475.00,
541276,GARVIND     ,M ,Q,17.54,17.54,17.54,17.54,17.54,16.71,1,10000,175400.00,
541285,RXXXVI14G   ,F ,Q,10.51,10.51,10.51,10.51,10.51,10.16,1,42000,441420.00,
541301,ORIENTELEC  ,B ,Q,162.50,163.15,157.30,158.80,157.30,163.80,67,1461,234567.00,
541304,INDOUS      ,M ,Q,91.00,94.50,90.50,94.50,94.50,90.00,6,17500,1609125.00,
541309,IPRU3095    ,B ,Q,8.75,8.75,8.75,8.75,8.75,8.75,1,2000,17500.00,
541313,ICICI500    ,B ,Q,151.50,151.50,151.50,151.50,151.50,151.00,11,355,53782.00,
541336,INDOSTAR    ,A ,Q,351.50,369.00,351.50,361.25,361.60,351.50,106,1031,368010.00,
541337,MILEFUR     ,M ,Q,25.05,26.05,25.05,26.00,26.00,26.35,6,21000,537600.00,
541353,INNOVATORS  ,M ,Q,45.00,47.00,45.00,47.00,47.00,45.05,2,3200,147200.00,
541400,ZIMLAB      ,X ,Q,128.50,128.50,118.00,122.35,124.50,124.95,29,1220,148930.00,
541401,ARIHANTINS  ,M ,Q,4.41,4.41,4.41,4.41,4.41,4.64,1,4000,17640.00,
541403,DOLLAR      ,B ,Q,240.30,246.00,235.70,240.85,246.00,241.00,14,369,88722.00,
541450,ADANIGREEN  ,A ,Q,45.00,51.75,43.30,49.65,49.65,44.95,4614,867187,42208722.00,
