SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1494.00,1557.70,1479.30,1533.05,1522.85,1484.85,1030,9837,15077661.00,
500003,AEGIS LOGIS ,A ,Q,210.90,215.70,210.40,214.00,215.50,211.45,341,8431,1796250.00,
500008,AMAR RAJA BA,A ,Q,635.75,649.00,627.55,644.90,644.65,635.75,563,16292,10392147.00,
500009,A.SARABHAI  ,X ,Q,12.40,13.30,12.40,12.77,12.84,12.99,45,7943,100416.00,
500010,HDFC        ,A ,Q,2259.80,2259.80,2198.20,2232.70,2232.70,2261.05,3270,89883,199720186.00,
500012,ANDHRA PETRO,X ,Q,50.90,51.55,50.30,51.10,51.10,50.90,137,13853,709278.00,
500013,ANSAL INFRAS,B ,Q,5.32,5.39,5.15,5.16,5.15,5.32,26,4869,25166.00,
500014,APPLE FINANC,XT,Q,1.41,1.41,1.41,1.41,1.41,1.41,2,361,509.00,
500020,BOM DYEING  ,A ,Q,101.05,104.50,99.00,101.90,101.90,101.25,1911,173527,17818012.00,
500024,ASSAMCO     ,T ,Q,1.52,1.54,1.44,1.44,1.44,1.51,25,28985,42388.00,
500027,ATUL LTD.   ,A ,Q,3876.60,3955.00,3855.95,3900.05,3900.00,3912.35,205,735,2864224.00,
500028,ATV PROJECTS,XT,Q,3.45,3.45,3.45,3.45,3.45,3.61,2,300,1035.00,
500029,AUTOLITE(I) ,Z ,Q,23.90,23.90,23.90,23.90,23.90,24.95,1,146,3489.00,
500031,BAJAJ ELECT.,A ,Q,503.05,507.70,475.00,482.15,482.15,504.20,796,9032,4444089.00,
500032,BAJAJHIND   ,B ,Q,7.25,7.33,7.18,7.25,7.25,7.27,144,164696,1191351.00,
500033,FORCE MOTR  ,A ,Q,1335.00,1351.35,1320.00,1323.20,1323.20,1335.90,711,5578,7419527.00,
500034,BAJFINANCE  ,A ,Q,3414.00,3624.05,3338.75,3603.35,3603.35,3414.75,18709,268754,945779574.00,
500038,BALRAM.CHINI,A ,Q,155.00,155.95,148.75,149.45,149.45,155.00,733,35973,5492189.00,
500039,BANCO PROD. ,B ,Q,118.00,118.80,117.75,118.05,118.45,117.40,24,1068,126089.00,
500040,CENTURY TEXT,A ,Q,898.90,918.70,894.20,911.85,908.00,899.20,1198,38001,34460719.00,
500041,BANNARI AMAN,B ,Q,1406.00,1445.90,1406.00,1425.90,1437.40,1473.80,5,181,258090.00,
500042,BASF INDIA  ,A ,Q,1251.00,1257.60,1211.60,1239.00,1241.85,1252.00,170,577,713110.00,
500043,BATA INDIA  ,A ,Q,1416.80,1416.80,1358.85,1388.65,1383.00,1424.70,3159,78404,108347415.00,
500048,BEML LTD    ,A ,Q,888.00,888.00,865.00,878.30,878.30,896.60,1407,48567,42533838.00,
500049,BHARAT ELECT,A ,Q,101.45,108.00,100.05,107.25,107.25,101.25,5706,755194,79431753.00,
500052,BHANSALI ENG,B ,Q,62.50,64.25,61.50,63.15,63.15,62.90,820,76429,4773540.00,
500055,TATASTLBSL  ,B ,Q,29.00,29.45,28.55,28.95,29.00,28.65,154,46265,1336957.00,
500058,BIHAR SPONGE,XT,Q,0.82,0.82,0.82,0.82,0.82,0.86,4,710,582.00,
500059,BINANI IND. ,Z ,Q,16.50,16.50,14.95,16.34,16.35,15.73,46,5475,86987.00,
500060,BIRLACABLE  ,B ,Q,85.00,85.00,82.90,83.10,83.60,85.90,107,4066,341358.00,
500067,BLUE STAR   ,A ,Q,753.00,757.95,731.00,734.25,734.25,753.60,188,1260,933220.00,
500068,DISA INDIA  ,X ,Q,5256.30,5409.00,5256.30,5409.00,5409.00,5301.00,2,2,10665.00,
500069,BNK CAPITAL ,X ,Q,86.25,89.00,86.25,89.00,89.00,86.25,3,11280,1003342.00,
500074,BPL LTD.    ,B ,Q,21.80,21.80,20.20,21.15,20.95,20.45,170,13406,282674.00,
500078,OAL         ,X ,Q,209.35,212.15,202.65,203.25,203.25,202.25,28,1614,329092.00,
500083,CENTURY EXT ,B ,Q,3.65,3.89,3.56,3.59,3.68,3.63,91,42569,155609.00,
500084,CESC LTD.   ,A ,Q,768.55,788.85,768.20,785.20,784.95,768.60,526,15007,11755469.00,
500085,CHAMBAL FERT,A ,Q,170.00,170.85,165.20,166.00,165.50,171.50,996,43333,7225631.00,
500086,EXIDE IND.  ,A ,Q,199.50,200.55,197.30,199.85,200.00,199.15,542,37619,7488233.00,
500087,CIPLA LTD.  ,A ,Q,538.00,552.05,538.00,548.45,547.95,538.75,751,37261,20384492.00,
500092,CRISIL LTD  ,A ,Q,1437.40,1446.00,1420.00,1425.10,1446.00,1432.65,75,205,292792.00,
500093,CGPOWER     ,A ,Q,23.15,23.60,22.65,23.30,23.25,23.10,463,164794,3821629.00,
500096,DABUR (I)   ,A ,Q,402.00,407.20,397.15,406.35,406.35,401.30,936,55768,22485709.00,
500097,DALMIASUG   ,B ,Q,99.40,101.95,99.40,100.95,101.60,99.40,170,7640,772690.00,
500101,ARVIND Ltd  ,A ,Q,62.00,63.70,61.30,63.15,63.15,62.60,1063,378553,23815813.00,
500102,BALARPUR IND,B ,Q,1.61,1.72,1.54,1.70,1.70,1.68,290,172932,283348.00,
500103,BHEL        ,A ,Q,67.40,67.80,65.85,67.15,67.15,67.30,2427,720894,48147355.00,
500104,HIND.PETRO  ,A ,Q,284.85,289.70,281.70,288.10,288.10,283.15,2227,287661,82577754.00,
500106,IFCI LTD    ,A ,Q,8.67,8.91,8.63,8.73,8.71,8.69,215,146323,1284078.00,
500108,MAHA.TELE   ,B ,Q,8.00,8.20,7.85,8.05,8.05,8.04,391,228101,1831683.00,
500109,MRPL        ,A ,Q,59.00,59.00,58.10,58.50,58.75,58.90,395,163530,9589194.00,
500110,CHENNAI PET.,A ,Q,192.20,193.10,187.50,189.30,189.30,192.90,617,51531,9832522.00,
500111,REL.CAP.    ,A ,Q,61.25,61.70,58.40,59.15,59.15,60.95,8691,2366231,141688641.00,
500112,STATE BANK  ,A ,Q,355.00,360.00,352.60,359.15,359.15,355.25,8507,840451,300175559.00,
500113,STEEL AUTH. ,A ,Q,46.60,47.10,46.25,46.90,46.90,46.40,1756,1000352,46685186.00,
500114,TITAN       ,A ,Q,1175.55,1175.55,1072.60,1099.10,1099.10,1252.65,26991,827270,913782997.00,
500116,IDBI BANK L ,A ,Q,34.30,35.05,33.85,34.85,34.85,34.30,626,275424,9528026.00,
500117,DCW LTD.    ,B ,Q,16.30,17.00,16.30,16.70,16.55,16.65,866,147344,2488259.00,
500119,DHAMPUR SUGA,B ,Q,186.00,193.20,185.00,190.20,189.40,187.05,874,42969,8177657.00,
500120,DIAMINES&CHM,X ,Q,127.00,130.05,127.00,129.85,130.05,127.50,21,1410,181760.00,
500123,ELANTAS     ,B ,Q,2048.00,2048.05,2048.00,2048.00,2048.00,2048.00,4,70,143361.00,
500124,DR.REDDY'S  ,A ,Q,2600.00,2630.00,2572.90,2596.05,2593.00,2595.75,828,14234,37053175.00,
500125,E.I.D.PAR   ,A ,Q,167.95,173.00,167.40,169.10,168.50,169.50,326,14222,2418333.00,
500126,PGHL        ,A ,Q,4029.00,4112.90,4006.00,4050.35,4051.00,4072.40,381,2418,9804933.00,
500128,ELEC.CASTING,B ,Q,16.70,16.80,16.15,16.65,16.80,16.30,76,13357,218659.00,
500132,EMPEE SUGARS,Z ,Q,0.66,0.66,0.66,0.66,0.66,0.69,2,1300,858.00,
500133,ESAB INDIA  ,B ,Q,1040.00,1089.00,1039.75,1074.00,1082.00,1056.55,30,200,214072.00,
500135,ESSEL PROP  ,B ,Q,131.00,131.00,130.00,130.15,130.00,130.15,32,2043,265807.00,
500136,ESTER INDUS.,B ,Q,28.10,29.95,28.10,29.55,29.55,28.95,38,4544,134135.00,
500141,FERRO ALLOYS,X ,Q,2.91,3.13,2.90,3.13,3.13,3.08,40,21489,66138.00,
500144,FINOL. CABLE,A ,Q,400.00,404.35,385.00,399.10,400.00,400.30,386,4285,1683236.00,
500147,CMI FPE     ,X ,Q,1093.00,1093.00,1046.00,1051.75,1049.00,1110.00,14,300,315741.00,
500148,UFLEX LTD   ,A ,Q,234.75,238.00,230.65,233.40,234.45,233.80,694,21794,5092027.00,
500150,FOSECO INDIA,B ,Q,1260.00,1261.00,1248.50,1248.50,1248.50,1240.00,12,122,152724.00,
500151,GOLDEN TOB  ,B ,Q,32.00,32.70,31.00,32.00,32.00,31.95,4,12,383.00,
500153,GANESH BENZO,X ,Q,36.55,37.50,36.50,36.55,36.50,36.95,65,6870,252392.00,
500155,GARDEN SILK ,B ,Q,13.20,14.09,13.10,14.06,14.06,13.48,25,5425,74937.00,
500159,METROGLOBL  ,X ,Q,60.00,66.30,60.00,63.00,63.00,57.00,4,48,2893.00,
500160,GTL LTD.    ,B ,Q,2.65,2.65,2.65,2.65,2.65,2.58,6,1750,4637.00,
500163,GODFREY PH  ,A ,Q,790.95,803.45,786.15,790.55,790.55,794.15,165,3692,2930967.00,
500164,GODREJ IND  ,A ,Q,485.50,494.00,483.00,483.95,484.25,484.15,263,4768,2326495.00,
500165,KANSAI NERO ,A ,Q,415.00,433.55,409.30,426.70,424.00,418.60,246,2789,1171309.00,
500166,GOODRICKE   ,X ,Q,194.80,195.00,189.20,192.70,194.40,188.25,112,5086,973689.00,
500168,GOODYEAR (I),B ,Q,945.00,959.95,932.10,949.05,950.00,940.10,140,2277,2144756.00,
500170,GTN INDUS   ,B ,Q,7.94,7.94,7.86,7.86,7.86,7.50,2,2,15.00,
500171,GHCL LTD    ,A ,Q,226.20,229.40,223.00,228.15,225.25,227.75,120,1856,420188.00,
500173,GUJ.FLOURO  ,A ,Q,912.75,912.90,895.00,909.95,911.95,901.60,128,953,862659.00,
500179,HCL INFOSYS ,B ,Q,11.81,12.17,11.81,12.06,12.17,12.16,105,23236,279647.00,
500180,HDFC BANK   ,A ,Q,2408.80,2410.55,2372.40,2379.00,2379.00,2407.85,14085,234776,560647560.00,
500182,HEROMOTOCO  ,A ,Q,2390.00,2456.45,2374.05,2441.20,2455.00,2380.20,2944,31992,77298283.00,
500183,HIMACHAL FUT,A ,Q,19.35,19.90,18.40,19.80,19.90,19.55,329,181887,3578628.00,
500184,HSCL        ,A ,Q,100.50,100.80,98.20,99.65,99.45,100.40,251,17660,1767067.00,
500185,HIND.CONSTN.,A ,Q,11.35,11.39,10.95,11.11,11.11,11.15,265,68285,759576.00,
500186,HIND.OIL EXP,B ,Q,124.25,126.30,123.80,125.10,125.70,125.60,324,21356,2675227.00,
500187,HSIL        ,B ,Q,247.20,249.95,231.00,244.85,243.25,245.95,251,7321,1776476.00,
500188,HINDUS.ZI   ,A ,Q,235.00,235.00,226.25,230.70,230.00,229.30,640,21713,4963018.00,
500189,HINDUJA VENT,B ,Q,328.25,328.25,327.25,327.55,327.25,326.05,3,16,5241.00,
500191,HMT LTD.    ,Z ,Q,15.20,15.80,15.20,15.75,15.75,15.95,21,1586,24272.00,
500192,PRAG BOSIMI ,XT,Q,2.65,2.65,2.65,2.65,2.65,2.78,1,200,530.00,
500193,HOTEL LEELA.,B ,Q,8.38,8.71,7.60,8.09,8.17,8.55,125,37055,294886.00,
500199,I.G.PETRO   ,B ,Q,240.40,240.40,237.55,239.50,239.90,240.45,14,104,24937.00,
500201,IND.GLYCOLS ,B ,Q,222.00,228.65,221.30,227.70,228.65,224.55,224,6981,1578043.00,
500207,INDO RAMA   ,B ,Q,26.00,26.70,26.00,26.65,26.70,25.00,12,722,19025.00,
500209,INFOSYS LTD ,A ,Q,717.90,719.70,708.90,715.40,715.40,717.45,4819,184016,131107739.00,
500210,INGERSOLL   ,B ,Q,608.70,615.95,605.00,610.65,614.50,613.95,51,230,140782.00,
500211,INSILCO LTD.,X ,Q,15.40,15.50,14.75,14.85,14.85,15.40,26,4293,63941.00,
500212,INTEG.FIN.SE,XT,Q,30.40,30.40,30.40,30.40,30.40,32.00,1,1,30.00,
500213,INTER.TRAVEL,X ,Q,101.70,102.00,98.00,98.35,101.35,97.00,24,444,44051.00,
500214,ION EXCHANGE,X ,Q,585.95,635.00,585.95,627.85,627.85,616.75,969,43887,26606746.00,
500215,AGRO TECH FO,B ,Q,497.00,497.75,495.00,497.50,497.50,494.95,30,131,65140.00,
500219,JAIN IRRIG  ,A ,Q,23.50,24.70,22.80,24.45,24.45,23.60,1219,398242,9569599.00,
500220,JASCH INDUST,X ,Q,46.60,48.50,46.00,47.90,47.90,47.00,16,1045,48995.00,
500223,JCT LTD     ,X ,Q,1.05,1.19,1.05,1.15,1.15,1.16,59,80049,91073.00,
500227,JINDAL POLYF,B ,Q,241.50,245.45,236.70,241.15,239.05,246.15,45,409,98998.00,
500228,JSWSL       ,A ,Q,261.00,265.20,260.65,262.45,262.45,261.90,2521,210742,55314003.00,
500231,UMANG DAIR  ,B ,Q,49.00,49.50,49.00,49.20,49.20,50.00,7,1136,55855.00,
500233,KAJARIA CER.,A ,Q,561.00,568.15,555.55,565.70,564.00,560.75,522,26141,14694309.00,
500234,KAKATIYA CEM,B ,Q,177.55,181.50,175.50,177.15,175.55,176.25,68,1043,186097.00,
500235,KALYANI STEL,B ,Q,198.45,201.05,197.00,198.85,200.00,200.55,159,4298,855116.00,
500236,KANELIND    ,X ,Q,1.04,1.14,1.04,1.14,1.14,1.09,3,1400,1546.00,
500238,WHIRLPOOL   ,A ,Q,1558.00,1568.40,1544.65,1551.85,1545.00,1560.40,222,1194,1855419.00,
500239,KG DENIM    ,X ,Q,41.00,41.00,37.00,38.75,38.75,37.25,21,1416,55924.00,
500240,KINETIC ENG.,X ,Q,38.00,47.00,37.05,45.65,45.65,39.70,593,59485,2644701.00,
500241,KIRL.BROS.  ,B ,Q,185.50,192.85,184.60,190.20,190.10,186.35,83,3928,734528.00,
500243,KIRL INDUS  ,B ,Q,788.00,788.00,777.00,778.05,778.05,798.80,10,31,24238.00,
500245,KIRL.FERROUS,B ,Q,84.00,85.65,84.00,85.45,85.55,84.20,171,48799,4134103.00,
500246,ENVAIN ELECT,X ,Q,36.90,36.90,36.90,36.90,36.90,35.15,3,1501,55386.00,
500247,KOTAK MAH.BK,A ,Q,1475.00,1475.05,1439.85,1463.10,1460.00,1475.50,3375,74715,108888692.00,
500249,KSB         ,B ,Q,699.90,719.30,699.90,710.20,709.30,699.90,35,279,196888.00,
500250,L.G.BALKRISH,B ,Q,330.65,330.80,326.50,329.30,327.50,328.45,32,218,71607.00,
500251,TRENT LTD.  ,A ,Q,424.55,450.00,422.95,441.55,441.55,427.20,1058,13209,5790868.00,
500252,LAXMIMACH   ,A ,Q,4930.00,4989.85,4850.00,4851.80,4851.80,4933.70,301,655,3196840.00,
500253,LIC HOUS.FIN,A ,Q,548.40,576.15,548.40,571.50,571.50,550.05,1689,88661,50102361.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,6,2171,412.00,
500257,LUPIN LTD.  ,A ,Q,734.00,753.50,730.85,750.90,751.50,733.75,1395,51046,38072272.00,
500259,LYKA LABS   ,B ,Q,20.30,21.15,20.30,21.15,21.15,20.45,8,508,10632.00,
500260,RAMCOCEM    ,A ,Q,759.90,790.00,755.35,778.30,775.70,760.00,348,3992,3096219.00,
500264,MAFATLAL IND,X ,Q,87.00,95.00,85.05,93.10,95.00,87.10,11,75,6783.00,
500265,MAH.SEAMLESS,B ,Q,412.70,420.00,412.70,414.10,413.30,416.85,55,555,230615.00,
500266,MAH.SCOOTER ,B ,Q,4185.80,4435.00,4185.15,4352.90,4355.00,4248.20,394,1691,7375339.00,
500267,MAJESTIC AUT,X ,Q,156.00,166.90,152.80,155.30,155.10,159.70,124,6128,962871.00,
500268,MANALI PETRO,B ,Q,22.50,23.00,22.50,22.55,22.55,22.70,72,13878,314726.00,
500271,MFSL        ,A ,Q,399.90,418.60,399.70,416.65,415.00,401.00,603,29184,12059782.00,
500279,MIRC ELECT  ,B ,Q,16.35,16.55,16.25,16.30,16.30,16.45,25,5057,82694.00,
500280,CENTURY ENKA,B ,Q,211.20,215.75,211.05,213.20,215.00,213.45,112,4305,919314.00,
500284,LORDS CHLORO,XT,Q,35.20,36.85,33.80,36.85,36.85,35.20,16,3229,113673.00,
500285,SPICEJET LTD,A ,Q,117.10,119.00,116.50,117.25,117.25,117.05,4928,610808,71933631.00,
500288,MOREPEN LAB.,B ,Q,17.30,17.45,17.00,17.15,17.15,17.20,162,58709,1012457.00,
500290,MRF LTD.    ,A ,Q,54882.10,54899.90,54000.00,54648.75,54648.75,54830.50,234,340,18532065.00,
500292,HEIDEL CEM  ,A ,Q,188.80,194.60,187.00,191.55,192.65,189.60,412,10485,2008206.00,
500294,NCC         ,A ,Q,92.55,94.00,91.80,92.95,92.95,93.50,1097,400722,37279431.00,
500295,VEDL        ,A ,Q,161.95,163.60,160.00,161.55,161.55,161.95,2893,338432,54709196.00,
500296,NAHAR SPG.  ,B ,Q,65.65,66.50,65.50,66.25,66.25,65.00,25,7782,515352.00,
500298,NAT.PEROXIDE,B ,Q,1853.00,1920.00,1853.00,1866.40,1869.95,1873.75,857,6940,13036591.00,
500300,GRASIM IND. ,A ,Q,889.90,913.40,883.20,911.10,911.10,887.50,1607,66430,59952906.00,
500302,PEL         ,A ,Q,1939.00,2002.85,1915.00,1990.80,1990.80,1920.00,3525,74611,147076662.00,
500304,NIIT LTD.   ,B ,Q,104.00,104.00,98.80,100.00,99.50,100.50,395,18941,1900221.00,
500306,JAYKAY      ,X ,Q,5.52,5.52,4.41,4.50,4.50,4.60,23,14060,67147.00,
500307,NIRLON      ,B ,Q,198.00,202.95,197.50,201.50,201.90,197.20,27,4781,951661.00,
500312,ONGC CORPN  ,A ,Q,152.50,155.30,150.90,153.45,153.00,152.50,2561,440151,67416604.00,
500313,OIL COUNTRY ,B ,Q,7.41,7.68,7.31,7.35,7.35,7.35,17,2604,19319.00,
500314,ORIENT HOTEL,B ,Q,38.35,38.65,38.35,38.60,38.55,37.95,12,1653,63734.00,
500315,ORINTAL BANK,A ,Q,90.00,90.30,88.80,89.20,89.20,89.80,1018,359461,32199749.00,
500317,OSWAL AGRO. ,B ,Q,6.80,7.59,6.15,6.46,6.75,6.80,28,2136,14001.00,
500325,RELIANCE    ,A ,Q,1250.30,1283.85,1245.10,1279.45,1279.45,1251.90,12502,528377,672169008.00,
500327,PILITA      ,B ,Q,8.29,8.99,8.00,8.95,8.95,8.62,121,186932,1569521.00,
500329,PENTAMED.G  ,X ,Q,0.25,0.25,0.25,0.25,0.25,0.26,12,6695,1673.00,
500330,RAYMOND     ,A ,Q,715.00,717.50,696.00,714.25,715.75,712.70,919,30558,21641127.00,
500331,PIDILITE    ,A ,Q,1205.00,1205.00,1168.80,1177.80,1177.80,1201.30,994,20196,23797910.00,
500333,PIX TRANS   ,X ,Q,173.05,180.00,172.45,179.85,180.00,174.30,18,811,141293.00,
500335,BIRLA CORPN.,A ,Q,587.15,619.90,586.95,617.85,618.00,585.05,617,7244,4410240.00,
500336,SURYA ROSHNI,B ,Q,213.35,223.25,212.35,219.45,219.45,217.70,498,16965,3687515.00,
500337,PRIME SECUR.,B ,Q,38.05,38.05,37.05,37.30,37.30,38.25,20,1863,69852.00,
500338,PRSMJOHNSN  ,A ,Q,91.65,92.00,90.75,91.05,91.20,92.50,74,8382,764207.00,
500339,RAIN        ,A ,Q,97.00,97.65,96.00,96.40,96.35,97.05,809,48090,4648800.00,
500343,AMJLAND     ,B ,Q,17.75,17.75,17.15,17.20,17.15,17.85,6,883,15244.00,
500350,RSWM  LTD   ,B ,Q,141.15,152.85,139.15,144.90,145.00,143.45,90,928,133177.00,
500354,RAJSH.SUGAR ,T ,Q,22.00,22.25,21.65,22.20,22.20,22.75,46,11174,242353.00,
500355,RALLIS INDIA,A ,Q,154.00,156.50,151.20,154.50,153.80,153.35,292,6507,1007509.00,
500356,RAMANEWS    ,B ,Q,18.10,18.10,18.10,18.10,18.10,18.20,1,100,1810.00,
500357,RAMA PAPER  ,X ,Q,14.75,15.50,14.05,15.15,15.40,13.45,13,2401,36336.00,
500360,RAPICUT CARB,X ,Q,43.95,43.95,38.85,39.40,39.40,40.15,13,481,18951.00,
500365,RMGALLOY    ,X ,Q,11.90,12.00,11.50,11.60,11.60,11.73,38,34881,409269.00,
500366,ROLTA (I)   ,B ,Q,5.40,5.45,5.26,5.34,5.34,5.51,109,30841,164690.00,
500367,RUBFILA INT.,X ,Q,37.30,38.75,37.30,38.50,38.00,37.95,37,2238,84901.00,
500368,RUCHI SOYA  ,B ,Q,4.53,4.84,4.43,4.76,4.83,4.63,304,198155,914991.00,
500378,JINDAL SAW  ,A ,Q,78.90,79.50,78.00,78.70,78.45,78.55,581,69010,5451785.00,
500380,JK LAKSHMI  ,A ,Q,328.00,343.20,327.75,341.95,341.95,332.00,254,3808,1278467.00,
500387,SHREE CEMENT,A ,Q,20853.70,21399.10,20671.35,21221.65,21160.15,20813.35,234,2482,51873171.00,
500390,REL INFRA   ,A ,Q,50.20,50.70,48.40,48.95,48.95,49.95,9198,2386133,118208546.00,
500399,STEELCO GUJ.,XT,Q,3.02,3.02,3.02,3.02,3.02,3.08,4,1000,3020.00,
500400,TATA POWER  ,A ,Q,68.50,69.00,67.85,68.45,68.45,68.35,969,327558,22447827.00,
500402,SPMLINFRA   ,B ,Q,17.05,17.30,17.05,17.30,17.30,17.45,2,70,1202.00,
500403,SUNDARAM FAS,A ,Q,491.00,491.00,466.00,474.45,478.60,490.90,956,10789,5153238.00,
500404,SUNFLAG IRON,B ,Q,34.65,34.75,34.35,34.45,34.65,34.25,18,1380,47526.00,
500405,SUPREME PET ,B ,Q,199.05,200.00,194.10,200.00,200.00,195.95,60,1220,240777.00,
500407,SWARAJ ENGIN,B ,Q,1372.00,1401.90,1372.00,1397.95,1401.90,1397.90,17,129,178498.00,
500408,TATA ELXSI  ,A ,Q,857.55,864.80,845.00,854.00,854.00,856.05,671,15810,13491830.00,
500410,ACC LTD     ,A ,Q,1506.00,1566.00,1481.45,1555.70,1555.00,1500.00,1671,38619,59265051.00,
500411,THERMAX     ,A ,Q,1010.00,1060.60,1005.10,1045.50,1040.00,1020.80,365,1276,1323306.00,
500412,THIRUMALAI  ,B ,Q,75.00,75.60,72.60,73.55,73.55,74.95,296,20781,1536456.00,
500413,THOMAS COOK ,A ,Q,192.10,195.65,184.75,193.60,192.50,188.35,775,25288,4769799.00,
500414,TIMEX GROUP ,X ,Q,38.70,40.40,37.75,40.00,40.00,37.60,123,19338,766508.00,
500418,TOKYO PLAST ,B ,Q,48.40,49.50,45.05,49.50,49.50,48.90,6,158,7788.00,
500420,TORRENT PHAR,A ,Q,1552.00,1559.00,1519.10,1546.45,1548.50,1527.80,366,6072,9378650.00,
500422,TRANSCHEM   ,X ,Q,18.20,18.20,18.20,18.20,18.20,16.10,1,20,364.00,
500425,AMBUJA CEME ,A ,Q,206.65,211.75,203.70,211.15,211.15,205.40,2006,149307,31065202.00,
500426,UTLINDS     ,X ,Q,7.81,7.81,7.81,7.81,7.81,8.22,5,930,7263.00,
500429,UNIPHOS ENT.,B ,Q,83.80,85.95,80.00,84.40,84.50,80.05,80,1944,162601.00,
500439,VARD HOLDNG ,B ,Q,1925.00,1925.00,1925.00,1925.00,1925.00,1889.00,1,1,1925.00,
500440,HINDALCO    ,A ,Q,197.50,198.85,193.10,198.15,198.00,197.60,3633,640415,125375169.00,
500444,WEST COAS PA,B ,Q,230.00,235.85,229.65,235.15,235.80,231.80,568,6707,1571339.00,
500449,HIND.ORG.CHM,B ,Q,20.00,20.00,19.10,19.55,19.55,19.80,112,19541,381110.00,
500456,PAS.ACRYLON ,X ,Q,15.85,16.30,15.10,15.50,16.00,15.60,107,33649,520115.00,
500459,PROCTER &GAM,A ,Q,10944.00,11013.85,10887.20,10961.00,10977.90,10903.45,70,136,1490635.00,
500460,MUKAND LTD. ,B ,Q,43.00,44.85,42.20,42.40,42.40,42.85,111,9190,397735.00,
500463,AGCNET      ,B ,Q,103.00,110.35,95.00,102.30,105.95,115.70,87,1551,158468.00,
500464,UCAL FUEL   ,B ,Q,138.50,138.95,135.50,138.10,138.10,138.85,36,535,73793.00,
500467,HARR.MALAYAL,B ,Q,75.95,75.95,66.10,67.15,67.15,68.25,193,9347,650178.00,
500469,FEDERAL BANK,A ,Q,104.65,107.20,103.65,106.65,106.65,105.15,1009,337456,35602112.00,
500470,TATA STEEL  ,A ,Q,469.00,472.10,462.70,468.35,468.35,468.00,9067,483876,226498261.00,
500472,SKF INDIA   ,A ,Q,1921.50,1971.20,1912.25,1954.10,1955.00,1957.85,111,453,877097.00,
500477,ASHOK LEYL. ,A ,Q,85.80,86.15,82.90,83.70,83.70,84.65,3643,779567,65474407.00,
500480,CUMMINS (I) ,A ,Q,750.10,752.40,735.00,746.55,745.50,752.70,353,6611,4921489.00,
500483,TATA COMM   ,A ,Q,457.05,457.05,445.05,449.35,445.15,454.00,333,9010,4061564.00,
500488,ABBOTT (I)  ,A ,Q,8692.85,8754.05,8640.00,8730.05,8740.00,8669.05,87,167,1451771.00,
500490,BAJ HOLD INV,A ,Q,3518.80,3640.00,3485.95,3613.65,3596.25,3502.20,609,2193,7790471.00,
500493,BHARAT FORGE,A ,Q,452.00,457.95,435.60,454.15,452.00,449.10,2231,93374,41650461.00,
500495,ESCORTS LTD.,A ,Q,521.00,542.65,513.65,536.90,536.90,521.25,2715,167302,88753541.00,
500500,HIND.MOTORS ,B ,Q,6.58,6.80,6.50,6.53,6.53,6.86,43,7473,49307.00,
500510,LARSEN & TOU,A ,Q,1489.00,1538.00,1487.00,1526.60,1526.60,1490.20,8924,202902,307929779.00,
500520,MAH & MAH   ,A ,Q,634.00,638.35,630.20,632.50,633.40,635.10,2059,70229,44529519.00,
500530,BOSCH LTD   ,A ,Q,15959.00,16058.95,15864.65,15975.65,15990.00,15971.40,241,800,12775335.00,
500540,PREMIER LTD ,T ,Q,4.20,4.35,4.00,4.00,4.00,4.20,5,655,2652.00,
500547,BHARAT PET. ,A ,Q,362.45,367.60,358.80,360.25,361.00,360.90,1770,111439,40406576.00,
500550,SIEMENS LTD.,A ,Q,1254.00,1270.25,1234.35,1259.65,1259.65,1248.35,1129,27500,34426946.00,
500570,TATA MOTORS ,A ,Q,154.00,157.15,152.65,155.75,155.75,154.65,6203,1212001,188000346.00,
500575,VOLTAS LTD  ,A ,Q,620.00,620.00,587.35,596.60,594.70,603.30,1260,43362,25831890.00,
500620,GREAT EASTE ,A ,Q,254.95,254.95,247.25,248.70,248.00,253.20,110,2837,715018.00,
500645,DEEPAK FERT.,A ,Q,106.00,107.90,104.50,106.35,106.60,106.60,469,19205,2044301.00,
500650,EXCEL INDUST,B ,Q,930.05,944.00,902.00,925.00,920.00,920.95,137,60803,56240065.00,
500655,GARWARE POLY,X ,Q,230.00,234.00,227.10,231.00,228.30,227.00,67,2624,608212.00,
500660,GLAXOSMITH  ,A ,Q,1180.00,1180.00,1161.00,1167.45,1167.45,1182.35,168,1316,1538034.00,
500670,GUJ.NARMADA ,A ,Q,233.45,238.45,231.10,234.85,234.85,234.50,1773,87472,20663647.00,
500672,NOVARTIS    ,B ,Q,657.95,663.80,648.00,652.20,652.20,652.35,321,7283,4791316.00,
500674,SANOFI      ,A ,Q,5789.05,5855.55,5765.65,5782.40,5768.15,5806.20,88,162,942142.00,
500676,GLAXOSMITHKL,A ,Q,7665.70,7703.90,7618.30,7653.45,7650.00,7665.70,105,15306,117093114.00,
500680,PFIZER LTD. ,A ,Q,3250.00,3320.35,3240.45,3282.25,3300.00,3282.15,194,1528,4970681.00,
